Sexo;Provincias;Periodo;Total
Ambos sexos;09 Burgos;2018;84,08
Ambos sexos;09 Burgos;2017;83,82
Ambos sexos;09 Burgos;2016;84,09
Ambos sexos;09 Burgos;2015;84,22
Ambos sexos;09 Burgos;2014;83,60
Ambos sexos;09 Burgos;2013;83,57
Ambos sexos;09 Burgos;2012;82,89
Ambos sexos;09 Burgos;2011;82,96
Ambos sexos;09 Burgos;2010;83,17
Ambos sexos;09 Burgos;2009;82,34
Ambos sexos;09 Burgos;2008;82,09
Ambos sexos;09 Burgos;2007;82,09
Ambos sexos;09 Burgos;2006;82,15
Ambos sexos;09 Burgos;2005;80,81
Ambos sexos;09 Burgos;2004;81,95
Ambos sexos;09 Burgos;2003;80,91
Ambos sexos;09 Burgos;2002;80,88
Ambos sexos;09 Burgos;2001;81,40
Ambos sexos;09 Burgos;2000;80,47
Ambos sexos;09 Burgos;1999;80,26
Ambos sexos;09 Burgos;1998;79,79
Ambos sexos;09 Burgos;1997;79,54
Ambos sexos;09 Burgos;1996;79,61
Ambos sexos;09 Burgos;1995;79,25
Ambos sexos;09 Burgos;1994;79,15
Ambos sexos;09 Burgos;1993;78,70
Ambos sexos;09 Burgos;1992;78,64
Ambos sexos;09 Burgos;1991;77,75
Ambos sexos;09 Burgos;1990;77,78
Ambos sexos;09 Burgos;1989;77,47
Ambos sexos;09 Burgos;1988;77,15
Ambos sexos;09 Burgos;1987;77,59
Ambos sexos;09 Burgos;1986;77,26
Ambos sexos;09 Burgos;1985;77,09
Ambos sexos;09 Burgos;1984;77,66
Ambos sexos;09 Burgos;1983;77,50
Ambos sexos;09 Burgos;1982;77,97
Ambos sexos;09 Burgos;1981;76,86
Ambos sexos;09 Burgos;1980;76,37
Ambos sexos;09 Burgos;1979;75,74
Ambos sexos;09 Burgos;1978;75,29
Ambos sexos;09 Burgos;1977;74,18
Ambos sexos;09 Burgos;1976;73,71
Ambos sexos;09 Burgos;1975;73,43
Ambos sexos;10 Cáceres;2023;83,28
Ambos sexos;10 Cáceres;2022;82,53
Ambos sexos;10 Cáceres;2021;82,62
Ambos sexos;10 Cáceres;2020;81,72
Ambos sexos;10 Cáceres;2019;83,47
Ambos sexos;10 Cáceres;2018;82,88
Ambos sexos;10 Cáceres;2017;82,47
Ambos sexos;10 Cáceres;2016;82,82
Ambos sexos;10 Cáceres;2015;82,54
Ambos sexos;10 Cáceres;2014;83,21
Ambos sexos;10 Cáceres;2013;82,34
Ambos sexos;10 Cáceres;2012;82,01
Ambos sexos;10 Cáceres;2011;82,19
Ambos sexos;10 Cáceres;2010;81,99
Ambos sexos;10 Cáceres;2009;81,86
Ambos sexos;10 Cáceres;2008;81,69
Ambos sexos;10 Cáceres;2007;80,73
Ambos sexos;10 Cáceres;2006;81,20
Ambos sexos;10 Cáceres;2005;80,17
Ambos sexos;10 Cáceres;2004;80,19
Ambos sexos;10 Cáceres;2003;79,43
Ambos sexos;10 Cáceres;2002;80,13
Ambos sexos;10 Cáceres;2001;79,67
Ambos sexos;10 Cáceres;2000;79,49
Ambos sexos;10 Cáceres;1999;79,16
Ambos sexos;10 Cáceres;1998;78,89
Ambos sexos;10 Cáceres;1997;78,91
Ambos sexos;10 Cáceres;1996;78,70
Ambos sexos;10 Cáceres;1995;78,56
Ambos sexos;10 Cáceres;1994;78,59
Ambos sexos;10 Cáceres;1993;78,24
Ambos sexos;10 Cáceres;1992;77,95
Ambos sexos;10 Cáceres;1991;77,64
Ambos sexos;10 Cáceres;1990;77,11
Ambos sexos;10 Cáceres;1989;77,14
Ambos sexos;10 Cáceres;1988;76,94
Ambos sexos;10 Cáceres;1987;76,85
Ambos sexos;10 Cáceres;1986;76,18
Ambos sexos;10 Cáceres;1985;76,22
Ambos sexos;10 Cáceres;1984;75,85
Ambos sexos;10 Cáceres;1983;75,42
Ambos sexos;10 Cáceres;1982;76,27
Ambos sexos;10 Cáceres;1981;75,40
Ambos sexos;10 Cáceres;1980;74,62
Ambos sexos;10 Cáceres;1979;74,56
Ambos sexos;10 Cáceres;1978;74,46
Ambos sexos;10 Cáceres;1977;74,15
Ambos sexos;10 Cáceres;1976;73,70
Ambos sexos;10 Cáceres;1975;73,24
Ambos sexos;11 Cádiz;2023;82,01
Ambos sexos;11 Cádiz;2022;81,44
Ambos sexos;11 Cádiz;2021;80,75
Ambos sexos;11 Cádiz;2020;81,08
Ambos sexos;11 Cádiz;2019;81,71
Ambos sexos;11 Cádiz;2018;81,01
Ambos sexos;11 Cádiz;2017;81,27
Ambos sexos;11 Cádiz;2016;81,05
Ambos sexos;11 Cádiz;2015;80,82
Ambos sexos;11 Cádiz;2014;81,17
Ambos sexos;11 Cádiz;2013;80,66
Ambos sexos;11 Cádiz;2012;80,02
Ambos sexos;11 Cádiz;2011;80,26
Ambos sexos;11 Cádiz;2010;80,18
Ambos sexos;11 Cádiz;2009;79,75
Ambos sexos;11 Cádiz;2008;79,57
Ambos sexos;11 Cádiz;2007;79,86
Ambos sexos;11 Cádiz;2006;79,34
Ambos sexos;11 Cádiz;2005;78,09
Ambos sexos;11 Cádiz;2004;78,02
Ambos sexos;11 Cádiz;2003;77,69
Ambos sexos;11 Cádiz;2002;77,88
Ambos sexos;11 Cádiz;2001;77,84
Ambos sexos;11 Cádiz;2000;77,32
Ambos sexos;11 Cádiz;1999;76,93
Ambos sexos;11 Cádiz;1998;76,89
Ambos sexos;11 Cádiz;1997;76,77
Ambos sexos;11 Cádiz;1996;76,19
Ambos sexos;11 Cádiz;1995;75,59
Ambos sexos;11 Cádiz;1994;76,35
Ambos sexos;11 Cádiz;1993;75,77
Ambos sexos;11 Cádiz;1992;75,80
Ambos sexos;11 Cádiz;1991;75,04
Ambos sexos;11 Cádiz;1990;74,37
Ambos sexos;11 Cádiz;1989;75,07
Ambos sexos;11 Cádiz;1988;74,81
Ambos sexos;11 Cádiz;1987;74,66
Ambos sexos;11 Cádiz;1986;74,61
Ambos sexos;11 Cádiz;1985;74,31
Ambos sexos;11 Cádiz;1984;74,13
Ambos sexos;11 Cádiz;1983;74,33
Ambos sexos;11 Cádiz;1982;73,66
Ambos sexos;11 Cádiz;1981;73,78
Ambos sexos;11 Cádiz;1980;73,30
Ambos sexos;11 Cádiz;1979;73,02
Ambos sexos;11 Cádiz;1978;72,38
Ambos sexos;11 Cádiz;1977;71,76
Ambos sexos;11 Cádiz;1976;71,46
Ambos sexos;11 Cádiz;1975;71,49
Ambos sexos;39 Cantabria;2023;84,20
Ambos sexos;39 Cantabria;2022;83,06
Ambos sexos;39 Cantabria;2021;83,63
Ambos sexos;39 Cantabria;2020;83,00
Ambos sexos;39 Cantabria;2019;83,58
Ambos sexos;39 Cantabria;2018;83,33
Ambos sexos;39 Cantabria;2017;83,31
Ambos sexos;39 Cantabria;2016;83,14
Ambos sexos;39 Cantabria;2015;82,69
Ambos sexos;39 Cantabria;2014;82,78
Ambos sexos;39 Cantabria;2013;82,96
Ambos sexos;39 Cantabria;2012;82,54
Ambos sexos;39 Cantabria;2011;82,42
Ambos sexos;39 Cantabria;2010;82,06
Ambos sexos;39 Cantabria;2009;81,96
Ambos sexos;39 Cantabria;2008;81,62
Ambos sexos;39 Cantabria;2007;80,99
Ambos sexos;39 Cantabria;2006;80,99
Ambos sexos;39 Cantabria;2005;81,07
Ambos sexos;39 Cantabria;2004;80,82
Ambos sexos;39 Cantabria;2003;80,39
Ambos sexos;39 Cantabria;2002;80,11
Ambos sexos;39 Cantabria;2001;80,27
Ambos sexos;39 Cantabria;2000;79,35
Ambos sexos;39 Cantabria;1999;79,23
Ambos sexos;39 Cantabria;1998;79,55
Ambos sexos;39 Cantabria;1997;78,80
Ambos sexos;39 Cantabria;1996;78,57
Ambos sexos;39 Cantabria;1995;78,25
Ambos sexos;39 Cantabria;1994;78,48
Ambos sexos;39 Cantabria;1993;77,96
Ambos sexos;39 Cantabria;1992;77,75
Ambos sexos;39 Cantabria;1991;77,62
Ambos sexos;39 Cantabria;1990;77,00
Ambos sexos;39 Cantabria;1989;76,96
Ambos sexos;39 Cantabria;1988;77,04
Ambos sexos;39 Cantabria;1987;76,92
Ambos sexos;39 Cantabria;1986;76,89
Ambos sexos;39 Cantabria;1985;76,44
Ambos sexos;39 Cantabria;1984;76,68
Ambos sexos;39 Cantabria;1983;75,92
Ambos sexos;39 Cantabria;1982;76,09
Ambos sexos;39 Cantabria;1981;75,72
Ambos sexos;39 Cantabria;1980;75,08
Ambos sexos;39 Cantabria;1979;74,77
Ambos sexos;39 Cantabria;1978;75,24
Ambos sexos;39 Cantabria;1977;74,13
Ambos sexos;39 Cantabria;1976;73,68
Ambos sexos;39 Cantabria;1975;73,07
Ambos sexos;12 Castellón/Castelló;2023;83,29
Ambos sexos;12 Castellón/Castelló;2022;82,57
Ambos sexos;12 Castellón/Castelló;2021;82,15
Ambos sexos;12 Castellón/Castelló;2020;82,70
Ambos sexos;12 Castellón/Castelló;2019;82,83
Ambos sexos;12 Castellón/Castelló;2018;82,40
Ambos sexos;12 Castellón/Castelló;2017;82,72
Ambos sexos;12 Castellón/Castelló;2016;82,68
Ambos sexos;12 Castellón/Castelló;2015;82,32
Ambos sexos;12 Castellón/Castelló;2014;82,41
Ambos sexos;12 Castellón/Castelló;2013;82,43
Ambos sexos;12 Castellón/Castelló;2012;82,48
Ambos sexos;12 Castellón/Castelló;2011;81,91
Ambos sexos;12 Castellón/Castelló;2010;81,91
Ambos sexos;12 Castellón/Castelló;2009;80,94
Ambos sexos;12 Castellón/Castelló;2008;80,98
Ambos sexos;12 Castellón/Castelló;2007;80,66
Ambos sexos;12 Castellón/Castelló;2006;80,46
Ambos sexos;12 Castellón/Castelló;2005;79,68
Ambos sexos;12 Castellón/Castelló;2004;80,07
Ambos sexos;12 Castellón/Castelló;2003;79,35
Ambos sexos;12 Castellón/Castelló;2002;79,29
Ambos sexos;12 Castellón/Castelló;2001;78,98
Ambos sexos;12 Castellón/Castelló;2000;79,17
Ambos sexos;12 Castellón/Castelló;1999;78,41
Ambos sexos;12 Castellón/Castelló;1998;78,40
Ambos sexos;12 Castellón/Castelló;1997;78,29
Ambos sexos;12 Castellón/Castelló;1996;77,71
Ambos sexos;12 Castellón/Castelló;1995;77,82
Ambos sexos;12 Castellón/Castelló;1994;77,84
Ambos sexos;12 Castellón/Castelló;1993;77,99
Ambos sexos;12 Castellón/Castelló;1992;77,74
Ambos sexos;12 Castellón/Castelló;1991;76,80
Ambos sexos;12 Castellón/Castelló;1990;76,90
Ambos sexos;12 Castellón/Castelló;1989;76,95
Ambos sexos;12 Castellón/Castelló;1988;76,99
Ambos sexos;12 Castellón/Castelló;1987;76,85
Ambos sexos;12 Castellón/Castelló;1986;76,66
Ambos sexos;12 Castellón/Castelló;1985;76,30
Ambos sexos;12 Castellón/Castelló;1984;76,49
Ambos sexos;12 Castellón/Castelló;1983;76,03
Ambos sexos;12 Castellón/Castelló;1982;76,07
Ambos sexos;12 Castellón/Castelló;1981;75,63
Ambos sexos;12 Castellón/Castelló;1980;75,63
Ambos sexos;12 Castellón/Castelló;1979;74,49
Ambos sexos;12 Castellón/Castelló;1978;74,09
Ambos sexos;12 Castellón/Castelló;1977;74,44
Ambos sexos;12 Castellón/Castelló;1976;74,28
Ambos sexos;12 Castellón/Castelló;1975;73,58
Ambos sexos;13 Ciudad Real;2023;83,05
Ambos sexos;13 Ciudad Real;2022;82,95
Ambos sexos;13 Ciudad Real;2021;82,44
Ambos sexos;13 Ciudad Real;2020;80,36
Ambos sexos;13 Ciudad Real;2019;82,98
Ambos sexos;13 Ciudad Real;2018;82,87
Ambos sexos;13 Ciudad Real;2017;82,37
Ambos sexos;13 Ciudad Real;2016;82,68
Ambos sexos;13 Ciudad Real;2015;82,09
Ambos sexos;13 Ciudad Real;2014;82,63
Ambos sexos;13 Ciudad Real;2013;82,43
Ambos sexos;13 Ciudad Real;2012;81,89
Ambos sexos;13 Ciudad Real;2011;81,96
Ambos sexos;13 Ciudad Real;2010;82,11
Ambos sexos;13 Ciudad Real;2009;81,49
Ambos sexos;13 Ciudad Real;2008;80,85
Ambos sexos;13 Ciudad Real;2007;80,70
Ambos sexos;13 Ciudad Real;2006;80,76
Ambos sexos;13 Ciudad Real;2005;79,89
Ambos sexos;13 Ciudad Real;2004;79,90
Ambos sexos;13 Ciudad Real;2003;79,55
Ambos sexos;13 Ciudad Real;2002;79,18
Ambos sexos;13 Ciudad Real;2001;79,49
Ambos sexos;13 Ciudad Real;2000;79,56
Ambos sexos;13 Ciudad Real;1999;78,69
Ambos sexos;13 Ciudad Real;1998;78,69
Ambos sexos;13 Ciudad Real;1997;78,93
Ambos sexos;13 Ciudad Real;1996;78,16
Ambos sexos;13 Ciudad Real;1995;78,10
Ambos sexos;13 Ciudad Real;1994;77,65
Ambos sexos;13 Ciudad Real;1993;77,46
Ambos sexos;13 Ciudad Real;1992;77,33
Ambos sexos;13 Ciudad Real;1991;76,30
Ambos sexos;13 Ciudad Real;1990;76,62
Ambos sexos;13 Ciudad Real;1989;76,87
Ambos sexos;13 Ciudad Real;1988;76,63
Ambos sexos;13 Ciudad Real;1987;76,33
Ambos sexos;13 Ciudad Real;1986;75,76
Ambos sexos;13 Ciudad Real;1985;76,22
Ambos sexos;13 Ciudad Real;1984;75,81
Ambos sexos;13 Ciudad Real;1983;75,28
Ambos sexos;13 Ciudad Real;1982;75,62
Ambos sexos;13 Ciudad Real;1981;74,86
Ambos sexos;13 Ciudad Real;1980;75,19
Ambos sexos;13 Ciudad Real;1979;74,41
Ambos sexos;13 Ciudad Real;1978;73,89
Ambos sexos;13 Ciudad Real;1977;74,09
Ambos sexos;13 Ciudad Real;1976;73,95
Ambos sexos;13 Ciudad Real;1975;72,98
Ambos sexos;14 Córdoba;2023;82,63
Ambos sexos;14 Córdoba;2022;81,94
Ambos sexos;14 Córdoba;2021;82,12
Ambos sexos;14 Córdoba;2020;82,25
Ambos sexos;14 Córdoba;2019;82,75
Ambos sexos;14 Córdoba;2018;82,51
Ambos sexos;14 Córdoba;2017;82,22
Ambos sexos;14 Córdoba;2016;82,49
Ambos sexos;14 Córdoba;2015;82,01
Ambos sexos;14 Córdoba;2014;82,39
Ambos sexos;14 Córdoba;2013;82,11
Ambos sexos;14 Córdoba;2012;81,46
Ambos sexos;14 Córdoba;2011;81,67
Ambos sexos;14 Córdoba;2010;81,55
Ambos sexos;14 Córdoba;2009;81,06
Ambos sexos;14 Córdoba;2008;80,74
Ambos sexos;14 Córdoba;2007;80,38
Ambos sexos;14 Córdoba;2006;80,49
Ambos sexos;14 Córdoba;2005;79,65
Ambos sexos;14 Córdoba;2004;79,76
Ambos sexos;14 Córdoba;2003;79,20
Ambos sexos;14 Córdoba;2002;79,06
Ambos sexos;14 Córdoba;2001;79,32
Ambos sexos;14 Córdoba;2000;79,20
Ambos sexos;14 Córdoba;1999;78,55
Ambos sexos;14 Córdoba;1998;78,28
Ambos sexos;14 Córdoba;1997;78,80
Ambos sexos;14 Córdoba;1996;78,09
Ambos sexos;14 Córdoba;1995;77,65
Ambos sexos;14 Córdoba;1994;77,74
Ambos sexos;14 Córdoba;1993;77,11
Ambos sexos;14 Córdoba;1992;77,66
Ambos sexos;14 Córdoba;1991;76,82
Ambos sexos;14 Córdoba;1990;76,63
Ambos sexos;14 Córdoba;1989;76,65
Ambos sexos;14 Córdoba;1988;76,77
Ambos sexos;14 Córdoba;1987;76,55
Ambos sexos;14 Córdoba;1986;76,33
Ambos sexos;14 Córdoba;1985;76,13
Ambos sexos;14 Córdoba;1984;76,11
Ambos sexos;14 Córdoba;1983;76,17
Ambos sexos;14 Córdoba;1982;76,12
Ambos sexos;14 Córdoba;1981;75,19
Ambos sexos;14 Córdoba;1980;75,01
Ambos sexos;14 Córdoba;1979;75,01
Ambos sexos;14 Córdoba;1978;74,42
Ambos sexos;14 Córdoba;1977;74,53
Ambos sexos;14 Córdoba;1976;73,94
Ambos sexos;14 Córdoba;1975;73,60
Ambos sexos;15 Coruña, A;2023;83,72
Ambos sexos;15 Coruña, A;2022;83,11
Ambos sexos;15 Coruña, A;2021;83,14
Ambos sexos;15 Coruña, A;2020;83,43
Ambos sexos;15 Coruña, A;2019;83,35
Ambos sexos;15 Coruña, A;2018;82,76
Ambos sexos;15 Coruña, A;2017;82,92
Ambos sexos;15 Coruña, A;2016;82,53
Ambos sexos;15 Coruña, A;2015;82,32
Ambos sexos;15 Coruña, A;2014;82,62
Ambos sexos;15 Coruña, A;2013;82,34
Ambos sexos;15 Coruña, A;2012;82,22
Ambos sexos;15 Coruña, A;2011;81,96
Ambos sexos;15 Coruña, A;2010;81,69
Ambos sexos;15 Coruña, A;2009;81,16
Ambos sexos;15 Coruña, A;2008;81,07
Ambos sexos;15 Coruña, A;2007;80,54
Ambos sexos;15 Coruña, A;2006;80,66
Ambos sexos;15 Coruña, A;2005;80,29
Ambos sexos;15 Coruña, A;2004;80,33
Ambos sexos;15 Coruña, A;2003;79,56
Ambos sexos;15 Coruña, A;2002;80,03
Ambos sexos;15 Coruña, A;2001;79,75
Ambos sexos;15 Coruña, A;2000;79,10
Ambos sexos;15 Coruña, A;1999;78,78
Ambos sexos;15 Coruña, A;1998;78,86
Ambos sexos;15 Coruña, A;1997;78,52
Ambos sexos;15 Coruña, A;1996;77,62
Ambos sexos;15 Coruña, A;1995;77,67
Ambos sexos;15 Coruña, A;1994;77,54
Ambos sexos;15 Coruña, A;1993;77,25
Ambos sexos;15 Coruña, A;1992;77,04
Ambos sexos;15 Coruña, A;1991;76,65
Ambos sexos;15 Coruña, A;1990;76,23
Ambos sexos;15 Coruña, A;1989;76,49
Ambos sexos;15 Coruña, A;1988;76,10
Ambos sexos;15 Coruña, A;1987;76,19
Ambos sexos;15 Coruña, A;1986;75,75
Ambos sexos;15 Coruña, A;1985;75,76
Ambos sexos;15 Coruña, A;1984;75,88
Ambos sexos;15 Coruña, A;1983;75,69
Ambos sexos;15 Coruña, A;1982;75,39
Ambos sexos;15 Coruña, A;1981;74,97
Ambos sexos;15 Coruña, A;1980;75,05
Ambos sexos;15 Coruña, A;1979;74,33
Ambos sexos;15 Coruña, A;1978;73,79
Ambos sexos;15 Coruña, A;1977;73,24
Ambos sexos;15 Coruña, A;1976;73,24
Ambos sexos;15 Coruña, A;1975;72,69
Ambos sexos;16 Cuenca;2023;83,30
Ambos sexos;16 Cuenca;2022;83,09
Ambos sexos;16 Cuenca;2021;83,36
Ambos sexos;16 Cuenca;2020;80,78
Ambos sexos;16 Cuenca;2019;83,62
Ambos sexos;16 Cuenca;2018;83,28
Ambos sexos;16 Cuenca;2017;83,24
Ambos sexos;16 Cuenca;2016;83,18
Ambos sexos;16 Cuenca;2015;82,87
Ambos sexos;16 Cuenca;2014;83,37
Ambos sexos;16 Cuenca;2013;82,51
Ambos sexos;16 Cuenca;2012;82,11
Ambos sexos;16 Cuenca;2011;83,09
Ambos sexos;16 Cuenca;2010;82,87
Ambos sexos;16 Cuenca;2009;83,13
Ambos sexos;16 Cuenca;2008;82,01
Ambos sexos;16 Cuenca;2007;82,20
Ambos sexos;16 Cuenca;2006;82,16
Ambos sexos;16 Cuenca;2005;81,66
Ambos sexos;16 Cuenca;2004;81,62
Ambos sexos;16 Cuenca;2003;81,51
Ambos sexos;16 Cuenca;2002;80,92
Ambos sexos;16 Cuenca;2001;80,88
Ambos sexos;16 Cuenca;2000;81,16
Ambos sexos;16 Cuenca;1999;80,49
Ambos sexos;16 Cuenca;1998;80,60
Ambos sexos;16 Cuenca;1997;80,41
Ambos sexos;16 Cuenca;1996;79,53
Ambos sexos;16 Cuenca;1995;79,80
Ambos sexos;16 Cuenca;1994;79,43
Ambos sexos;16 Cuenca;1993;79,58
Ambos sexos;16 Cuenca;1992;79,51
Ambos sexos;16 Cuenca;1991;78,94
Ambos sexos;16 Cuenca;1990;78,91
Ambos sexos;16 Cuenca;1989;78,02
Ambos sexos;16 Cuenca;1988;78,14
Ambos sexos;16 Cuenca;1987;78,00
Ambos sexos;16 Cuenca;1986;77,15
Ambos sexos;16 Cuenca;1985;76,35
Ambos sexos;16 Cuenca;1984;76,55
Ambos sexos;16 Cuenca;1983;76,42
Ambos sexos;16 Cuenca;1982;76,82
Ambos sexos;16 Cuenca;1981;75,63
Ambos sexos;16 Cuenca;1980;76,07
Ambos sexos;16 Cuenca;1979;75,44
Ambos sexos;16 Cuenca;1978;75,49
Ambos sexos;16 Cuenca;1977;75,34
Ambos sexos;16 Cuenca;1976;75,38
Ambos sexos;16 Cuenca;1975;74,98
Ambos sexos;20 Gipuzkoa;2023;84,15
Ambos sexos;20 Gipuzkoa;2022;83,39
Ambos sexos;20 Gipuzkoa;2021;83,47
Ambos sexos;20 Gipuzkoa;2020;83,33
Ambos sexos;20 Gipuzkoa;2019;84,17
Ambos sexos;20 Gipuzkoa;2018;83,65
Ambos sexos;20 Gipuzkoa;2017;83,48
Ambos sexos;20 Gipuzkoa;2016;83,60
Ambos sexos;20 Gipuzkoa;2015;83,10
Ambos sexos;20 Gipuzkoa;2014;83,30
Ambos sexos;20 Gipuzkoa;2013;83,04
Ambos sexos;20 Gipuzkoa;2012;82,86
Ambos sexos;20 Gipuzkoa;2011;82,74
Ambos sexos;20 Gipuzkoa;2010;82,74
Ambos sexos;20 Gipuzkoa;2009;82,22
Ambos sexos;20 Gipuzkoa;2008;81,83
Ambos sexos;20 Gipuzkoa;2007;81,34
Ambos sexos;20 Gipuzkoa;2006;81,83
Ambos sexos;20 Gipuzkoa;2005;81,22
Ambos sexos;20 Gipuzkoa;2004;80,92
Ambos sexos;20 Gipuzkoa;2003;80,39
Ambos sexos;20 Gipuzkoa;2002;80,17
Ambos sexos;20 Gipuzkoa;2001;80,18
Ambos sexos;20 Gipuzkoa;2000;79,91
Ambos sexos;20 Gipuzkoa;1999;79,38
Ambos sexos;20 Gipuzkoa;1998;78,83
Ambos sexos;20 Gipuzkoa;1997;78,95
Ambos sexos;20 Gipuzkoa;1996;78,00
Ambos sexos;20 Gipuzkoa;1995;78,55
Ambos sexos;20 Gipuzkoa;1994;78,25
Ambos sexos;20 Gipuzkoa;1993;77,91
Ambos sexos;20 Gipuzkoa;1992;77,72
Ambos sexos;20 Gipuzkoa;1991;76,88
Ambos sexos;20 Gipuzkoa;1990;77,21
Ambos sexos;20 Gipuzkoa;1989;76,92
Ambos sexos;20 Gipuzkoa;1988;76,49
Ambos sexos;20 Gipuzkoa;1987;76,56
Ambos sexos;20 Gipuzkoa;1986;76,04
Ambos sexos;20 Gipuzkoa;1985;75,87
Ambos sexos;20 Gipuzkoa;1984;76,22
Ambos sexos;20 Gipuzkoa;1983;75,45
Ambos sexos;20 Gipuzkoa;1982;75,85
Ambos sexos;20 Gipuzkoa;1981;75,39
Ambos sexos;20 Gipuzkoa;1980;75,52
Ambos sexos;20 Gipuzkoa;1979;75,13
Ambos sexos;20 Gipuzkoa;1978;74,40
Ambos sexos;20 Gipuzkoa;1977;73,76
Ambos sexos;20 Gipuzkoa;1976;73,00
Ambos sexos;20 Gipuzkoa;1975;72,76
Ambos sexos;17 Girona;2023;83,50
Ambos sexos;17 Girona;2022;83,02
Ambos sexos;17 Girona;2021;83,02
Ambos sexos;17 Girona;2020;82,63
Ambos sexos;17 Girona;2019;83,15
Ambos sexos;17 Girona;2018;83,13
Ambos sexos;17 Girona;2017;83,12
Ambos sexos;17 Girona;2016;83,29
Ambos sexos;17 Girona;2015;82,74
Ambos sexos;17 Girona;2014;82,86
Ambos sexos;17 Girona;2013;83,00
Ambos sexos;17 Girona;2012;82,35
Ambos sexos;17 Girona;2011;82,58
Ambos sexos;17 Girona;2010;82,25
Ambos sexos;17 Girona;2009;81,84
Ambos sexos;17 Girona;2008;81,76
Ambos sexos;17 Girona;2007;81,56
Ambos sexos;17 Girona;2006;81,39
Ambos sexos;17 Girona;2005;80,62
Ambos sexos;17 Girona;2004;80,57
